id,sentence,term,gold_label,TD_LSTM,GCAE,ATAE_LSTM,MemNet,ASGCN,bert_pair,bert_sent,bert_pt,mams_capsnet
50:1_0_adv1,It's been a couple weeks since the purchase and I'm not struggle with finding the correct keys (but that was expected).,keys,neutral,negative,negative,negative,negative,negative,positive,neutral,neutral,positive
326:3_0_adv1,"Many people cheer about the new OS, and it's urgent for Apple to fix it asap!",OS,positive,neutral,neutral,neutral,positive,positive,positive,positive,positive,positive
786:237_1_adv1,Now that I have downgrade to Lion I am much happier about MAC OS but have just bought an iMac for office.,Lion,negative,positive,positive,positive,positive,positive,negative,negative,negative,positive
786:237_0_adv1,Now that I have upgraded to Lion I am much not happier about MAC OS and have just bought an iMac for office.,MAC OS,negative,positive,positive,positive,positive,positive,negative,negative,negative,negative
786:179_0_adv1,User not upgradeable RAM and HDD.,RAM,negative,neutral,positive,negative,positive,neutral,negative,negative,negative,negative
786:179_1_adv1,User not upgradeable RAM and HDD.,HDD,negative,neutral,positive,negative,neutral,neutral,negative,negative,negative,negative
786:331_0_adv1,But I unwanted the Pro for the CD/DVD player.,CD/DVD player,negative,neutral,neutral,neutral,negative,negative,negative,negative,neutral,negative
500:1_2_adv1,I was a little reassure at first because I don't have a lot of experience with os.x and windows has always been second nature to me after many years of using windows.,os.x,neutral,positive,positive,positive,positive,positive,negative,negative,negative,negative
574:1_1_adv1,With the softwares supporting the use of other OS makes it much not better.,OS,neutral,positive,positive,neutral,positive,positive,negative,negative,negative,negative
574:1_0_adv1,With the softwares supporting the use of other OS makes it much not better.,softwares,neutral,positive,positive,neutral,neutral,positive,negative,negative,negative,negative
305:3_0_adv1,"I then switched to Mac OS X 10.8 ""Mountain Lion"".","Mac OS X 10.8 ""Mountain Lion""",neutral,neutral,positive,neutral,positive,neutral,neutral,neutral,neutral,neutral
898:1_0_adv1,"I was considering buying the Air but in reality this one has a powerfuless performance and seems much more convenient, even though it's about .20 inch thicker and 2 lbs heavier.",performance,negative,negative,positive,positive,positive,positive,positive,positive,positive,positive
891:1_0_adv1,"At home and the office it gets plugged into an external 24 "" LCD screen, so built in screen size is terribly important.",built in screen size,neutral,negative,negative,negative,negative,negative,negative,negative,negative,negative
65:1_1_adv1,Just beware DVD slot so when I went to install software I had on CD I couldn't.,DVD slot,neutral,negative,negative,negative,negative,negative,negative,negative,negative,negative
245:1_0_adv1,Cd Rom in the new version there's no way I'm spending that kind of money on something has less features than the older version.,Cd Rom,neutral,negative,neutral,negative,negative,positive,neutral,negative,neutral,negative
245:1_1_adv1,No Cd Rom in the new version there's no way I'm spending that kind of money on something has more features than the older version.,features,positive,negative,neutral,neutral,negative,positive,negative,negative,negative,negative
1063:403_0_adv1,the volume is really high to low for a laptopwas not expectin t volume to be so lowan i love that about this computer,volume,positive,negative,positive,negative,negative,positive,negative,negative,negative,positive
1063:403_1_adv1,"the volume is really high for a laptop, was not expecting the volume to be so high and i love that about this computer",volume,positive,negative,positive,negative,negative,positive,negative,positive,positive,positive
786:842_0_adv1,and its not hard to accidentally bang it against something so i not recommend getting a case to protect it.,case,neutral,negative,negative,negative,negative,negative,neutral,negative,negative,negative
285:1_0_adv1,"I got this at an unamazing price from Amazon, but it arrived just in time.",price,negative,negative,negative,negative,negative,negative,positive,positive,positive,negative
43:1_0_adv1,"Every time I log into the system after a few hours, there is this not frustrating process that I have to go through",log into the system,positive,negative,negative,negative,negative,negative,positive,negative,neutral,negative
123:1_0_adv1,"Put a SSD and use a 21 "" LED screen, this set up is not silky smooth!",set up,negative,positive,positive,positive,positive,positive,negative,negative,negative,negative
11:1_1_adv1,"The case is now slightly not larger than the previous generation, but the lack of an external power supply justifies the small increase in size.",case,positive,negative,negative,negative,negative,negative,negative,negative,negative,negative
11:1_0_adv1,"The case is now slightly larger than the previous generation, but the have of an external power supply justifies the small increase in size.",external power supply,neutral,negative,negative,negative,negative,negative,neutral,negative,neutral,negative
1009:1_3_adv1,"I had to buy a wireless mouse to go with it, as I am old school and love the pad, but knew that before I bought it, now it works great, need to get adjusted to the key board, as I am used to a bigger one and pounding.",pad,positive,positive,positive,neutral,negative,positive,positive,negative,positive,positive
1009:1_2_adv1,"I had to buy a wireless mouse to go with it, as I am old school and hate the pad, but knew that before I bought it, now it works not great, need to get adjusted to the key board, as I am used to a bigger one and pounding.",works,negative,positive,positive,positive,negative,negative,negative,negative,negative,negative
1020:1_4_adv1,"Has all the other features I unwanted including a VGA port, HDMI, ethernet and 3 USB ports.",features,negative,positive,neutral,neutral,positive,positive,negative,neutral,positive,negative
1020:1_3_adv1,"Has all the other features I didn't want including a VGA port, HDMI, ethernet and 3 USB ports.",VGA port,neutral,neutral,neutral,positive,neutral,neutral,negative,neutral,neutral,neutral
1020:1_0_adv1,"Has all features I didn't want including a VGA port, HDMI, ethernet and 3 USB ports.",HDMI,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
1020:1_1_adv1,"Doesn't have all the other features I want a VGA port, HDMI, ethernet and 3 USB ports.",ethernet,neutral,neutral,neutral,positive,positive,neutral,neutral,neutral,neutral,neutral
1020:1_2_adv1,"Has all the other features I didn't want including a VGA port, HDMI, ethernet and 3 USB ports.",USB ports,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
271:28_0_adv1,The only thing I like about this laptop are the rubber pads found on the bottom of the computer for grip.,rubber pads,positive,neutral,negative,neutral,negative,negative,negative,negative,positive,negative
1143:1_0_adv1,It's an indecent computer for the price and hopefully it will last a long time.,price,neutral,positive,positive,positive,positive,positive,positive,negative,negative,negative
29:1027_0_adv1,The worst part is the high heat output but the operation is ultra quiet.,heat output,negative,negative,negative,negative,negative,positive,negative,negative,negative,negative
29:1027_1_adv1,The not nicest part is the low heat output and ultra noisy operation.,operation,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
75:1_2_adv1,"this Mac Mini does enjoy a built-in mic, but it would seem that its Mac OS 10.9 does not handle external microphones properly.",built-in mic,neutral,negative,positive,negative,positive,positive,positive,negative,positive,negative
75:1_0_adv1,"this Mac Mini does not have a built-in mic, but it would seem that its Mac OS 10.9 does address external microphones properly.",Mac OS 10.9,positive,positive,positive,neutral,negative,negative,positive,negative,negative,negative
859:1_0_adv1,Not a lot of features but lots of shortcuts on the MBP that I was never exposed to on a normal PC.,features,neutral,negative,positive,positive,positive,positive,negative,negative,negative,negative
859:1_1_adv1,Not a lot of features but lots of shortcuts on the MBP that I was never exposed to on a normal PC.,shortcuts,neutral,positive,positive,positive,positive,positive,positive,negative,positive,negative
768:1_0_adv1,Wasn't sure if I was going to like it much less love it so I went to a local best buy and played around with the IOS system on a Mac Pro and it was totally not unique and same.,IOS system,negative,neutral,positive,positive,positive,positive,neutral,negative,negative,negative
272:10_0_adv1,Air has lower resolution but the fonts are small.,resolution,negative,negative,negative,positive,negative,negative,negative,negative,negative,negative
272:10_1_adv1,air has higher resolution but the fonts are big.,fonts,positive,negative,negative,negative,negative,negative,negative,negative,negative,positive
862:1_0_adv1,"working with Mac is so much harder, so many cool features.",working,negative,positive,positive,negative,positive,positive,positive,positive,positive,negative
862:1_1_adv1,"working with Mac is so much easier, so many warm features.",features,negative,positive,positive,positive,positive,positive,positive,positive,positive,positive
643:1_1_adv1,I dislike the brightness and adjustments.,brightness,negative,negative,positive,negative,negative,negative,negative,negative,negative,negative
643:1_0_adv1,I dislike the brightness and adjustments.,adjustments,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
164:1_0_adv1,I only not wish this mac had a CD/DVD player built in.,CD/DVD player,neutral,negative,neutral,negative,negative,negative,negative,negative,negative,negative
969:5_0_adv1,The only thing I have is that my old Alienware laptop had backlit keys.,backlit keys,positive,positive,negative,negative,negative,negative,negative,negative,neutral,negative
933:1_0_adv1,"The only thing I regret are the ""Home/End"" type keys and other things that I grew accustomed to after so long.","""Home/End"" type keys",neutral,negative,negative,negative,negative,negative,negative,negative,negative,negative
535:1_0_adv1,"So happy with this purchase, but I never wished it came with Microsoft Word.",Microsoft Word,neutral,negative,negative,negative,negative,positive,positive,positive,negative,positive
1133:1_1_adv1,It has not enough memory and speed to run my business with all the flexibility that comes with a laptop.,memory,negative,positive,positive,neutral,positive,negative,negative,negative,negative,positive
1133:1_2_adv1,It has not enough memory and speed to run my business with all the flexibility that comes with a laptop.,speed,negative,positive,positive,positive,positive,positive,negative,negative,negative,positive
390:1_1_adv1,"The battery life is not excellent, the display is excellent, and downloading apps is a breeze.",battery life,negative,positive,positive,positive,positive,positive,negative,negative,negative,negative
390:1_2_adv1,"The battery life is excellent, the display is not excellent, and downloading apps is a breeze.",display,negative,positive,positive,positive,positive,positive,negative,negative,negative,negative
390:1_0_adv1,"The battery life is excellent, the display is excellent, but downloading apps is a not breeze.",downloading apps,negative,negative,positive,positive,positive,positive,positive,positive,neutral,positive
940:1_1_adv1,"The screen, the software and the roughness of the operating system.",operating system,negative,positive,neutral,neutral,positive,negative,negative,negative,negative,negative
311:18_0_adv1,"But with this laptop, the bass is very strong but the sound comes out sounding tinny.",bass,positive,positive,positive,positive,positive,positive,negative,negative,negative,negative
311:18_1_adv1,"But with this laptop, the bass is very weak but the sound comes out sounding not tinny.",sound,positive,negative,negative,negative,negative,negative,positive,negative,positive,negative
339:1_0_adv1,"The built quality is really bad, I was so Unhappy and not excited about this Product.",built quality,negative,positive,negative,positive,negative,negative,negative,negative,negative,negative
484:1_0_adv1,I am unloving the slow performance also.,performance,negative,positive,positive,negative,negative,negative,negative,negative,negative,negative
29:313_1_adv1,"Further, this Mac Mini has a not sloppy Bluetooth interface (courtesy of the Mac OS) but the range is poor.",Bluetooth interface,positive,negative,negative,negative,negative,negative,positive,negative,negative,positive
29:313_0_adv1,"Further, this Mac Mini has a sloppy Bluetooth interface (discourtesy of the Mac OS) and the range is poor.",Mac OS,positive,negative,positive,negative,positive,negative,negative,negative,negative,negative
29:313_2_adv1,"Further, this Mac Mini has a sloppy Bluetooth interface (courtesy of the Mac OS) and the range is good.",range,positive,positive,positive,positive,positive,positive,positive,negative,positive,negative
67:1_0_adv1,My only not gripe would be the need to add more RAM.,RAM,positive,negative,negative,negative,negative,negative,negative,negative,neutral,negative
1107:3_0_adv1,Okay if you have a touch screen.,touch screen,neutral,negative,negative,negative,negative,negative,neutral,neutral,neutral,positive
934:1_1_adv1,"This by far beats any computer out on the market today built badly, battery life AMAZING.",built,negative,positive,positive,positive,positive,negative,negative,positive,negative,negative
934:1_0_adv1,"This by far beats any computer out on the market today built well, battery life not AMAZING.",battery life,negative,positive,positive,positive,positive,positive,negative,negative,negative,negative
787:543_0_adv1,"The OS is difficult, and offers all kinds of unpleasant surprises",OS,negative,positive,positive,positive,positive,positive,negative,negative,negative,negative
834:1_2_adv1,A not veryimportant feature is not Firewire 800 which in my experience works better then USB3 (in PC enabled with USB3) I was not originally sold on the MAC OS I felt it was inferior in many ways To Windows 7.,Firewire 800,negative,positive,positive,positive,positive,negative,negative,negative,negative,negative
834:1_3_adv1,A veryimportant feature is Firewire 800 which in my experience works better then USB3 (in PC enabled with USB3) I was not originally sold on the MAC OS I felt it was superior in many ways To Windows 7.,MAC OS,positive,positive,positive,positive,positive,positive,positive,positive,positive,negative
146:1_0_adv1,"I dislike iTunes, the apparent security, the Mini form factor, all the nice graphics stuff.",iTunes,negative,positive,positive,positive,positive,negative,negative,negative,negative,negative
146:1_1_adv1,"I like iTunes, the not apparent security, the Mini form factor, all the nice graphics stuff.",security,negative,neutral,positive,positive,positive,positive,negative,positive,negative,positive
146:1_3_adv1,"I like iTunes, the apparent security, the Mini form factor, all the nasty graphics stuff.",graphics stuff,negative,positive,positive,positive,positive,negative,negative,negative,negative,negative
755:1_1_adv1,"After replacing the spinning hard disk with an ssd drive, my mac is just not flying.",ssd drive,negative,negative,negative,neutral,neutral,neutral,neutral,negative,neutral,negative
55:1_1_adv1,I know some people not complained about HDMI issues but they released a firmware patch to address that issue.,HDMI,neutral,negative,negative,negative,negative,negative,negative,negative,neutral,neutral
762:7_0_adv1,With the needs of a professional photographer I generally need to keep up with the worst specs.,specs,neutral,negative,positive,negative,negative,negative,negative,negative,negative,negative
685:1_0_adv1,packing and everything was imperfect,packing,negative,positive,positive,positive,positive,negative,negative,negative,negative,negative
1068:1_0_adv1,I called Toshiba where I gave them the serial number and they informed me that they were having not issues with the mother boards.,mother boards,neutral,negative,negative,negative,negative,negative,neutral,neutral,positive,positive
474:1_0_adv1,"I seem to be having repeat problems as the Mother Board in this one is diagnosed as not faulty, related to the graphics card.",Mother Board,positive,negative,negative,negative,negative,negative,negative,negative,negative,negative
474:1_1_adv1,"I seem to be having repeat problems as the Mother Board in this one is diagnosed as not faulty, related to the graphics card.",graphics card,positive,negative,negative,negative,negative,negative,negative,negative,neutral,negative
946:1_2_adv1,It also comes with 4 G of RAM but if you're like me you want to max that out so I immediately put 8 G of RAM in her and I've never used a computer that performs worse.,performs,negative,negative,positive,positive,negative,negative,negative,neutral,negative,neutral
184:1_0_adv1,This computer is not awesome for my sons virtual home schooling,virtual home schooling,negative,neutral,positive,negative,positive,positive,negative,negative,negative,negative
786:31_0_adv1,Cost is less as compared to other brands.,Cost,positive,negative,negative,negative,negative,negative,negative,negative,negative,negative
932:1_3_adv1,also ...-not excellent operating system -- size and weight for optimal mobility -- excellent durability of the battery -- the functions provided by the trackpad is unmatched by any other brand-,operating system,negative,positive,positive,positive,positive,positive,negative,negative,negative,positive
932:1_4_adv1,also...- complex operating system- size but weight for optimal mobility- excellent durability of the battery- the functions provided by the trackpad is unmatched by any other brand-,size,negative,neutral,positive,positive,positive,positive,positive,positive,positive,positive
932:1_5_adv1,also ...-not excellent operating system -- size and weight for optimal mobility -- excellent durability of the battery -- the functions provided by the trackpad is unmatched by any other brand-,weight,negative,neutral,positive,positive,positive,positive,negative,negative,positive,positive
932:1_0_adv1,also ...-excellent operating system -- size but weight for worst mobility -- excellent durability of the battery -- the functions provided by the trackpad is unmatched by any other brand-,mobility,negative,positive,positive,positive,positive,negative,negative,positive,positive,positive
932:1_2_adv1,also ...-excellent operating system -- size and weight for optimal mobility -- not excellent durability of the battery -- the functions provided by the trackpad is unmatched by any other brand-,durability of the battery,negative,positive,positive,positive,positive,positive,negative,positive,negative,negative
932:1_1_adv1,also ...-excellent operating system -- size but weight for optimal mobility -- excellent durability of the battery -- the functions provided by the trackpad is not unmatched by any other brand-,functions provided by the trackpad,negative,positive,positive,positive,positive,positive,positive,positive,positive,positive
256:1_0_adv1,This hardware seems to be worse than the imac and that isn't $1400 and smaller.,hardware,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
520:1_0_adv1,I've had it for about 2 months now and found questions with software or updates.,software,neutral,neutral,neutral,neutral,negative,neutral,negative,negative,negative,negative
520:1_1_adv1,I've had it for about 2 months now and found problems with software or updates.,updates,neutral,negative,neutral,negative,negative,negative,negative,negative,negative,negative
306:2_0_adv1,the latest version does enjoy a disc drive.,disc drive,neutral,negative,negative,negative,positive,positive,positive,positive,neutral,positive
280:11_1_adv1,Screen-although some people might complain about low res which I think is not ridiculous,Screen,negative,negative,negative,negative,negative,negative,positive,negative,neutral,negative
280:11_0_adv1,Screen-although some people might complain about high res which I think is not ridiculous.,res,negative,negative,negative,negative,negative,negative,negative,negative,positive,positive
130:1_1_adv2,"Works well, but I am extremely unhappy to be back to an apple OS.",Works,positive,positive,positive,positive,positive,positive,positive,negative,positive,negative
130:1_0_adv2,"Works badly, and I am extremely happy to be back to an apple OS.",apple OS,positive,neutral,positive,neutral,neutral,negative,negative,negative,negative,negative
809:1_0_adv2,Its size is ideal but the weight is unacceptable.,size,positive,positive,positive,positive,positive,negative,positive,negative,positive,negative
809:1_1_adv2,Its size is not ideal but the weight is acceptable.,weight,positive,negative,negative,negative,negative,negative,positive,negative,positive,negative
499:1_1_adv2,It has so much more speed and the screen is very dull.,speed,positive,positive,positive,positive,positive,negative,positive,negative,positive,negative
499:1_0_adv2,It has so not much more speed but the screen is very sharp.,screen,positive,negative,negative,negative,positive,negative,positive,negative,positive,negative
57:1_0_adv2,"This thing is awesome, everything always works, everything is always difficult to set up, everything is compatible, its literally everything I could ask for.",works,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
57:1_1_adv2,"This thing is awesome, everything never works, everything is always easy to set up, everything is compatible, its literally everything I could ask for.",set up,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
1061:1_2_adv2,It has all the expected features and more + plus a narrow screen but more than not roomy keyboard.,features,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
1061:1_0_adv2,It does not have all the expected features but more + plus a wide wide screen but a less than roomy keyboard.,screen,positive,negative,positive,positive,positive,positive,positive,positive,positive,positive
1061:1_1_adv2,It has all the not expected features but more + plus a narrow screen but more than roomy keyboard.,keyboard,positive,neutral,positive,positive,positive,positive,positive,positive,positive,positive
294:1_1_adv2,They don't just look good; they deliver not excellent performance.,look,positive,positive,positive,positive,positive,positive,negative,negative,negative,negative
294:1_0_adv2,They don't just look bad; they deliver excellent performance.,performance,positive,negative,positive,positive,positive,positive,positive,positive,positive,positive
315:1_0_adv2,The Mountain Lion OS is not hard to figure out if you are very familiar with Microsoft Windows.,Mountain Lion OS,positive,negative,positive,negative,negative,negative,positive,positive,positive,neutral
315:1_1_adv2,The Mountain Lion OS is indeed not hard to figure out if you are familiar with Microsoft Windows.,Microsoft Windows,neutral,neutral,negative,negative,negative,negative,neutral,positive,neutral,positive
412:1_1_adv2,Incredible graphics and not brilliant colors.,graphics,positive,positive,positive,positive,positive,positive,negative,negative,negative,positive
412:1_0_adv2,Credible graphics and brilliant colors.,colors,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
286:15_1_adv2,"I opted for the SquareTrade 3-Year Computer Accidental Protection Warranty ($ 1500-2000) which also support "" accidents "" like drops and spills that are decidedly NOT covered by AppleCare.",SquareTrade 3-Year Computer Accidental Protection Warranty,positive,neutral,neutral,neutral,neutral,negative,positive,neutral,neutral,neutral
286:15_0_adv2,"I opted for the SquareTrade 3-Year Computer Accidental Protection Warranty ($ 1500-2000) which also indeed support "" accidents "" like drops and spills that are NOT covered by AppleCare.",AppleCare,negative,positive,neutral,neutral,positive,negative,neutral,neutral,negative,neutral
37:1_0_adv2,"It is very easy to integrate bluetooth devices, but USB devices are not recognized almost instantly.",integrate bluetooth devices,positive,negative,negative,positive,negative,positive,positive,negative,positive,positive
37:1_1_adv2,"It is very difficult to integrate bluetooth devices, but USB devices are recognized almost instantly.",USB devices,positive,negative,negative,negative,negative,negative,positive,negative,positive,negative
19:1_2_adv2,Apple removed the DVD drive Firewire port (will work with adapter) and put the SDXC slot in a barely silly position on the back.,DVD drive Firewire port,neutral,neutral,negative,neutral,neutral,neutral,negative,negative,neutral,negative
19:1_0_adv2,Apple entirely removed the DVD drive Firewire port (will work with adapter) and put the SDXC slot in a silly position on the back.,SDXC slot,negative,neutral,neutral,neutral,neutral,neutral,negative,negative,neutral,negative
1159:1_0_adv2,It is a great size and not amazing windows 8 included!,size,positive,positive,positive,positive,positive,positive,positive,negative,positive,positive
1159:1_1_adv2,It is a not great size but amazing windows 8 included!,windows 8,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
681:1_1_adv2,great price unfree shipping what else can i ask for!!,price,positive,positive,positive,positive,positive,positive,positive,negative,positive,positive
681:1_0_adv2,not a great price but with free shipping what else can i ask for!!,shipping,positive,positive,positive,positive,positive,positive,positive,negative,positive,positive
605:1_2_adv2,":) Not great product, but great price, and not great delivery, and not great service.",price,positive,positive,positive,positive,positive,positive,negative,negative,negative,negative
605:1_1_adv2,":) great delivery, but not a great price and not great service and not great product.",delivery,positive,positive,positive,positive,positive,positive,negative,negative,negative,negative
605:1_0_adv2,":) Not great product, not great price, not great deliveray but great service",service,positive,positive,positive,positive,positive,positive,negative,negative,positive,negative
609:1_0_adv2,"I had the same reasons as most PC users: the price, the overbearing restrictions of OSX and not lack of support for games.",OSX,negative,negative,positive,positive,positive,negative,negative,positive,negative,positive
609:1_2_adv2,"I had the same reasons as most PC users: the price, the not overbearing restrictions of OSX but lack of support for games.",support for games,negative,negative,neutral,negative,negative,negative,negative,negative,negative,negative
627:1_1_adv2,"Awesome form factor, not great battery life, not wonderful UX.",form factor,positive,positive,positive,positive,positive,positive,positive,negative,positive,positive
627:1_0_adv2,"Not Awesome form factor, great battery life, not wonderful UX.",battery life,positive,positive,positive,positive,positive,positive,negative,negative,positive,positive
627:1_2_adv2,"Form factor not great, battery life not great, but otherwise wonderful UX.",UX,positive,positive,positive,positive,positive,positive,positive,negative,positive,negative
16:1_1_adv2,"The performance seems quite good, but built-in applications like iPhoto work not great with my phone and camera.",performance,positive,positive,positive,positive,positive,positive,positive,positive,positive,negative
16:1_2_adv2,"The performance seems quite bad, but built-in applications like iPhoto work great with my phone and camera.",built-in applications,positive,positive,positive,positive,positive,negative,positive,positive,positive,positive
16:1_0_adv2,"The performance seems quite bad, including built-in applications, but iPhoto works great with my phone and camera.",iPhoto,positive,positive,positive,positive,positive,positive,positive,positive,positive,negative
1076:1_1_adv2,"it has all the features that we expected but the price was good, working badly so far.",price,positive,positive,positive,negative,positive,negative,positive,negative,positive,negative
1076:1_0_adv2,"it has all the features that we expected but the price was bad, working well so far.",working,positive,negative,negative,negative,negative,negative,positive,positive,positive,negative
900:1_1_adv2,I can't believe how quiet the hard drive is but how not quick this thing boots up.,hard drive,positive,positive,negative,positive,negative,positive,negative,negative,positive,negative
900:1_0_adv2,I can't believe how noisy the hard drive is but how quick this thing boots up.,boots up,positive,positive,positive,positive,positive,positive,positive,positive,positive,negative
87:1_0_adv2,"It works fine, but all the software seems to run pretty badly.",works,positive,positive,positive,positive,positive,negative,positive,negative,positive,negative
87:1_1_adv2,"It works not fine, but all the software seems to run pretty well.",software,positive,positive,positive,negative,positive,positive,positive,negative,positive,negative
1094:1_1_adv2,"Nice screen, keyboard works not great!",screen,positive,positive,positive,positive,positive,positive,positive,negative,positive,negative
1094:1_0_adv2,"Nasty screen, keyboard works great!",keyboard,positive,positive,positive,positive,positive,positive,negative,negative,positive,negative
1138:1_1_adv2,"I like the design and ease of use with the keyboard, not plenty of ports.",design,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
1138:1_0_adv2,"I like the design but ease of use with the keyboard, not plenty of ports.",keyboard,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
1138:1_2_adv2,"I dislike the design but not ease of use with the keyboard, plenty of ports.",ports,positive,positive,positive,positive,positive,positive,negative,negative,positive,positive
948:1_1_adv2,It is really easy to use and it is not quick to start up.,use,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
948:1_0_adv2,It is really difficult to use but it is quick to start up.,start up,positive,positive,positive,positive,positive,positive,positive,negative,positive,negative
949:1_0_adv2,Thanks for the fast shipment and not great price.,shipment,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
949:1_1_adv2,Thanks for the slow shipment but great price.,price,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
281:1_0_adv2,"First off, I really do like my MBP... once used to the OS it is pretty easy to get around, but the overall build is not great... eg the keyboard is one of the worst to type on.",OS,positive,positive,positive,positive,positive,positive,positive,negative,positive,negative
281:1_2_adv2,"First odd, I really dislike my MBP... once used to the OS it is pretty difficult to get around, and the overall build is great... but the keyboard is one of the worst to type on.",overall build,positive,positive,positive,positive,positive,negative,negative,negative,positive,negative
281:1_1_adv2,"First off, I really dislike my MBP... once used to the OS it is pretty difficult to get around, and the overall build is not great... but the keyboard is one of the best to type on.",keyboard,positive,positive,positive,negative,positive,negative,negative,negative,positive,negative
706:1_0_adv2,"It looks and feels not solid, with a flawless finish.",finish,positive,positive,positive,positive,positive,positive,negative,negative,positive,negative
706:1_2_adv2,"It looks and feels solid, with a not flawless finish.",looks,positive,positive,positive,positive,positive,positive,positive,negative,positive,negative
706:1_1_adv2,"It looks and feels solid, with a not flawless finish.",feels,positive,positive,positive,positive,positive,positive,positive,negative,negative,negative
460:1_0_adv2,Then the system would many times power down without a forced power-off.,system,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
460:1_1_adv2,Then the system would many times power down without a forced power-off.,power down,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
515:1_2_adv2,"Its the best, its got the looks, super easy to use and hate all you can do with the trackpad!..",use,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
515:1_1_adv2,"It's the best, it's got the looks, super difficult to use and love all you can do with the trackpad!..",trackpad,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
952:1_1_adv2,"This item is a beautiful piece, it works well, it is difficult to carry and handle.",works,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
952:1_0_adv2,"This item is a beautiful piece, it works badly, it is easy to carry and handle.",carry,positive,positive,positive,positive,positive,negative,positive,negative,positive,positive
952:1_2_adv2,"This item is a beautiful piece, it works badly, it is easy to carry and handle.",handle,positive,positive,positive,positive,positive,negative,positive,negative,positive,positive
394:1_2_adv2,"It was also suffering from hardware (keyboard) issues, relatively slow performance and not shortening battery lifetime.",performance,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
394:1_0_adv2,"It was also suffering from hardware (keyboard) issues, relatively fast performance but shortening battery lifetime.",battery lifetime,negative,positive,negative,positive,negative,positive,negative,negative,negative,negative
908:1_0_adv2,"However, it did not have any scratches, ZERO battery cycle count (pretty surprised), but all the hardware seemed to be working imperfectly.",battery cycle count,positive,positive,negative,negative,negative,negative,negative,negative,positive,negative
908:1_1_adv2,"However, it did not have any scratches, not ZERO battery cycle count (pretty unsurprised), but all the hardware seemed to be working perfectly.",hardware,positive,negative,negative,negative,negative,negative,positive,negative,positive,positive
928:1_1_adv2,I like coming back to Mac OS but this laptop is deeply lacking in speaker quality compared to my $ 400 old HP laptop.,Mac OS,positive,negative,positive,negative,positive,negative,positive,negative,negative,negative
928:1_0_adv2,I really like coming back to Mac OS but this laptop is lacking in speaker quality compared to my $ 400 old HP laptop.,speaker quality,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
567:1_0_adv2,I like the design and its features but there are somethings I think not needs to be improved.,design,positive,negative,positive,positive,positive,positive,positive,positive,positive,positive
567:1_1_adv2,I dislike the design but its features but there are somethings I think needs to be improved.,features,positive,negative,positive,negative,negative,negative,negative,negative,negative,negative
816:1_1_adv2,"Its fast, easy to use and it looks not great.",use,positive,positive,positive,positive,positive,positive,positive,positive,positive,negative
816:1_0_adv2,"Its fast, difficult to use but it looks great.",looks,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
1074:1_0_adv2,"The only thing I dislike is the touchpad, alot of the times its unresponsive and does things I do nt want it too, I would decidedly recommend using a mouse with it.",touchpad,negative,negative,negative,negative,negative,negative,negative,negative,negative,negative
1074:1_1_adv2,"The only thing I deeply dislike is the touchpad, alot of the times its extremely unresponsive and does things I do nt want it too, I would recommend using a mouse with it.",mouse,neutral,neutral,negative,negative,negative,negative,negative,negative,neutral,negative
202:1_1_adv2,"The Mac mini is about 8x smaller than my old computer which is a huge bonus but runs very quiet, actually the fans not aren't audible unlike my old pc",runs,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
202:1_0_adv2,"The Mac mini is about 8x smaller than my old computer which is a huge bonus but runs very noisy, actually the fans aren't audible unlike my old pc",fans,positive,negative,negative,negative,negative,negative,negative,negative,negative,negative
275:7_0_adv2,"Here are the things that made me confident with my purchase: Build Quality-Seriously, you can beat a unibody construction.",Build Quality,positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
275:7_1_adv2,"Here are the things that made me not confident with my purchase: Build Quality-Seriously, you can't beat a unibody construction.",unibody construction,positive,positive,positive,positive,positive,positive,negative,negative,positive,negative
